INSERT INTO RegistroInterventi(Tecnico, Richiesta, Intervento) VALUES
('IGXEDP10I73J564L', 1811, 0001),
('IGXEDP10I73J564L', 1811, 0002),
('AOHKMV73J84Q368L', 1812, 0001),
('AOHKMV73J84Q368L', 1812, 0002),
('AOHKMV73J84Q368L', 1812, 0003),
('XKDCTP56B47P209H', 1813, 0001),
('IGXEDP10I73J564L', 1814, 0001),
('IGXEDP10I73J564L', 1814, 0002),
('AOHKMV73J84Q368L', 1815, 0001),
('AOHKMV73J84Q368L', 1815, 0002),
('AOHKMV73J84Q368L', 1816, 0001),
('AOHKMV73J84Q368L', 1816, 0002),
('AOHKMV73J84Q368L', 1816, 0003),
('AOHKMV73J84Q368L', 1817, 0001),
('NKXZYL65D42E238A', 1818, 0001),
('IGXEDP10I73J564L', 1819, 0001),
('IGXEDP10I73J564L', 1819, 0002),
('NKXZYL65D42E238A', 1820, 0001),
('NKXZYL65D42E238A', 1820, 0002),
('NKXZYL65D42E238A', 1820, 0003),
('KNOYAI45L56R691S', 1821, 0001),
('IGXEDP10I73J564L', 1822, 0001),
('KNOYAI45L56R691S', 1823, 0001),
('NKXZYL65D42E238A', 1824, 0001),
('CTJOVK64H91O146H', 1825, 0001),
('VGYBUT84J41H814C', 1825, 0002),
('TWAJOK98R58Y714P', 1825, 0003),
('KNOYAI45L56R691S', 1826, 0001),
('VGYBUT84J41H814C', 1827, 0001),
('TWAJOK98R58Y714P', 1827, 0002),
('TWAJOK98R58Y714P', 1827, 0003),
('VGYBUT84J41H814C', 1828, 0001),
('CGPMNF06K15T392P', 1828, 0002),
('VGYBUT84J41H814C', 1829, 0001),
('TWAJOK98R58Y714P', 1829, 0002),
('GLIMAV29E31B520O', 1829, 0003),
('AOHKMV73J84Q368L', 1830, 0001),
('AOHKMV73J84Q368L', 1830, 0002),
('AOHKMV73J84Q368L', 1830, 0003),
('UJHLTI86P60P714M', 1831, 0001),
('AOHKMV73J84Q368L', 1832, 0001),
('AOHKMV73J84Q368L', 1832, 0002),
('AOHKMV73J84Q368L', 1832, 0003),
('NKXZYL65D42E238A', 1833, 0001),
('NKXZYL65D42E238A', 1833, 0002),
('VGYBUT84J41H814C', 1834, 0001),
('VGYBUT84J41H814C', 1834, 0002),
('IOVYGZ84G25I235Q', 1835, 0001),
('CTJOVK64H91O146H', 1835, 0002),
('KNOYAI45L56R691S', 1836, 0001),
('TEFJVI96G02K810Z', 1836, 0002),
('AOHKMV73J84Q368L', 1836, 0003),
('IGXEDP10I73J564L', 1837, 0001),
('IGXEDP10I73J564L', 1837, 0002),
('IGXEDP10I73J564L', 1838, 0001),
('NKXZYL65D42E238A', 1839, 0001),
('NKXZYL65D42E238A', 1839, 0002),
('IOVYGZ84G25I235Q', 1839, 0003),
('IGXEDP10I73J564L', 1840, 0001),
('IGXEDP10I73J564L', 1840, 0002),
('IGXEDP10I73J564L', 1841, 0001),
('IGXEDP10I73J564L', 1842, 0001),
('IOVYGZ84G25I235Q', 1843, 0001),
('CTJOVK64H91O146H', 1843, 0002),
('CTJOVK64H91O146H', 1844, 0001),
('CTJOVK64H91O146H', 1844, 0002),
('IGXEDP10I73J564L', 1845, 0001),
('IGXEDP10I73J564L', 1845, 0002),
('IGXEDP10I73J564L', 1845, 0003),
('TEFJVI96G02K810Z', 1846, 0001),
('KNOYAI45L56R691S', 1846, 0002),
('KNOYAI45L56R691S', 1846, 0003),
('CGPMNF06K15T392P', 1847, 0001),
('XCATMI90N20B604S', 1848, 0001),
('NKXZYL65D42E238A', 1848, 0002),
('IGXEDP10I73J564L', 1849, 0001),
('IGXEDP10I73J564L', 1849, 0002),
('IGXEDP10I73J564L', 1849, 0003),
('AOHKMV73J84Q368L', 1850, 0001),
('AOHKMV73J84Q368L', 1850, 0002),
('XKDCTP56B47P209H', 1851, 0001),
('XKDCTP56B47P209H', 1851, 0002),
('XKDCTP56B47P209H', 1851, 0003),
('KNOYAI45L56R691S', 1852, 0001),
('TEFJVI96G02K810Z', 1852, 0002),
('KNOYAI45L56R691S', 1852, 0003),
('VGYBUT84J41H814C', 1853, 0001),
('CGPMNF06K15T392P', 1853, 0002),
('GLIMAV29E31B520O', 1853, 0003),
('IGXEDP10I73J564L', 1854, 0001),
('XKDCTP56B47P209H', 1855, 0001),
('XCATMI90N20B604S', 1856, 0001),
('NKXZYL65D42E238A', 1856, 0002),
('NKXZYL65D42E238A', 1856, 0003),
('IGXEDP10I73J564L', 1857, 0001),
('IGXEDP10I73J564L', 1857, 0002),
('AOHKMV73J84Q368L', 1858, 0001),
('KNOYAI45L56R691S', 1859, 0001),
('KNOYAI45L56R691S', 1859, 0002),
('TEFJVI96G02K810Z', 1860, 0001),
('TEFJVI96G02K810Z', 1860, 0002),
('AOHKMV73J84Q368L', 1860, 0003),
('IGXEDP10I73J564L', 1861, 0001),
('CGPMNF06K15T392P', 1862, 0001),
('GLIMAV29E31B520O', 1862, 0002),
('CGPMNF06K15T392P', 1862, 0003),
('IGXEDP10I73J564L', 1863, 0001),
('IGXEDP10I73J564L', 1863, 0002),
('IGXEDP10I73J564L', 1863, 0003),
('TWAJOK98R58Y714P', 1864, 0001),
('GLIMAV29E31B520O', 1864, 0002),
('AOHKMV73J84Q368L', 1865, 0001),
('AOHKMV73J84Q368L', 1866, 0001),
('TEFJVI96G02K810Z', 1867, 0001),
('KNOYAI45L56R691S', 1868, 0001),
('AOHKMV73J84Q368L', 1868, 0002),
('KNOYAI45L56R691S', 1868, 0003),
('XCATMI90N20B604S', 1869, 0001),
('XKDCTP56B47P209H', 1869, 0002),
('XKDCTP56B47P209H', 1869, 0003),
('AOHKMV73J84Q368L', 1870, 0001),
('AOHKMV73J84Q368L', 1870, 0002),
('AOHKMV73J84Q368L', 1870, 0003),
('AOHKMV73J84Q368L', 1871, 0001),
('AOHKMV73J84Q368L', 1871, 0002),
('GLIMAV29E31B520O', 1872, 0001),
('GLIMAV29E31B520O', 1872, 0002),
('WNHIUA46T09L765U', 1872, 0003),
('AOHKMV73J84Q368L', 1873, 0001),
('AOHKMV73J84Q368L', 1873, 0002),
('AOHKMV73J84Q368L', 1873, 0003),
('XKDCTP56B47P209H', 1874, 0001),
('VGYBUT84J41H814C', 1875, 0001),
('CGPMNF06K15T392P', 1875, 0002),
('AOHKMV73J84Q368L', 1876, 0001),
('AOHKMV73J84Q368L', 1876, 0002),
('IGXEDP10I73J564L', 1877, 0001),
('IGXEDP10I73J564L', 1877, 0002),
('IGXEDP10I73J564L', 1877, 0003),
('KNOYAI45L56R691S', 1878, 0001),
('TEFJVI96G02K810Z', 1878, 0002),
('CTJOVK64H91O146H', 1879, 0001),
('CTJOVK64H91O146H', 1879, 0002),
('CTJOVK64H91O146H', 1880, 0001),
('IOVYGZ84G25I235Q', 1881, 0001),
('NKXZYL65D42E238A', 1882, 0001),
('CTJOVK64H91O146H', 1882, 0002),
('CTJOVK64H91O146H', 1882, 0003),
('IGXEDP10I73J564L', 1883, 0001),
('UJHLTI86P60P714M', 1884, 0001),
('NKXZYL65D42E238A', 1885, 0001),
('NKXZYL65D42E238A', 1886, 0001),
('CTJOVK64H91O146H', 1887, 0001),
('VGYBUT84J41H814C', 1888, 0001),
('WNHIUA46T09L765U', 1888, 0002),
('TWAJOK98R58Y714P', 1888, 0003),
('CTJOVK64H91O146H', 1889, 0001),
('VGYBUT84J41H814C', 1889, 0002),
('AOHKMV73J84Q368L', 1890, 0001),
('AOHKMV73J84Q368L', 1890, 0002),
('AOHKMV73J84Q368L', 1890, 0003),
('KNOYAI45L56R691S', 1891, 0001),
('CTJOVK64H91O146H', 1892, 0001),
('NKXZYL65D42E238A', 1892, 0002),
('IOVYGZ84G25I235Q', 1893, 0001),
('IOVYGZ84G25I235Q', 1893, 0002),
('NKXZYL65D42E238A', 1893, 0003),
('NKXZYL65D42E238A', 1894, 0001),
('XKDCTP56B47P209H', 1894, 0002),
('XCATMI90N20B604S', 1895, 0001),
('NKXZYL65D42E238A', 1895, 0002),
('AOHKMV73J84Q368L', 1896, 0001),
('AOHKMV73J84Q368L', 1896, 0002),
('AOHKMV73J84Q368L', 1896, 0003),
('NKXZYL65D42E238A', 1897, 0001),
('GLIMAV29E31B520O', 1898, 0001),
('CTJOVK64H91O146H', 1898, 0002),
('NKXZYL65D42E238A', 1899, 0001),
('IOVYGZ84G25I235Q', 1899, 0002),
('CTJOVK64H91O146H', 1899, 0003),
('IGXEDP10I73J564L', 1900, 0001),
('IGXEDP10I73J564L', 1900, 0002),
('XCATMI90N20B604S', 1901, 0001),
('XKDCTP56B47P209H', 1901, 0002),
('IOVYGZ84G25I235Q', 1902, 0001),
('TEFJVI96G02K810Z', 1903, 0001),
('KNOYAI45L56R691S', 1903, 0002),
('AOHKMV73J84Q368L', 1903, 0003),
('NKXZYL65D42E238A', 1904, 0001),
('NKXZYL65D42E238A', 1904, 0002),
('AOHKMV73J84Q368L', 1905, 0001),
('KNOYAI45L56R691S', 1905, 0002),
('CTJOVK64H91O146H', 1906, 0001),
('CTJOVK64H91O146H', 1906, 0002),
('IGXEDP10I73J564L', 1907, 0001),
('IGXEDP10I73J564L', 1908, 0001),
('CTJOVK64H91O146H', 1909, 0001),
('AOHKMV73J84Q368L', 1910, 0001),
('AOHKMV73J84Q368L', 1910, 0002),
('AOHKMV73J84Q368L', 1911, 0001),
('KNOYAI45L56R691S', 1911, 0002),
('IGXEDP10I73J564L', 1912, 0001),
('IGXEDP10I73J564L', 1912, 0002),
('NKXZYL65D42E238A', 1913, 0001),
('CTJOVK64H91O146H', 1914, 0001),
('NKXZYL65D42E238A', 1915, 0001),
('NKXZYL65D42E238A', 1915, 0002),
('NKXZYL65D42E238A', 1915, 0003),
('AOHKMV73J84Q368L', 1916, 0001),
('AOHKMV73J84Q368L', 1916, 0002),
('AOHKMV73J84Q368L', 1916, 0003),
('AOHKMV73J84Q368L', 1917, 0001),
('AOHKMV73J84Q368L', 1917, 0002),
('AOHKMV73J84Q368L', 1918, 0001),
('AOHKMV73J84Q368L', 1918, 0002),
('CTJOVK64H91O146H', 1919, 0001),
('CTJOVK64H91O146H', 1919, 0002),
('NKXZYL65D42E238A', 1919, 0003),
('AOHKMV73J84Q368L', 1920, 0001),
('IOVYGZ84G25I235Q', 1921, 0001),
('CTJOVK64H91O146H', 1921, 0002),
('VGYBUT84J41H814C', 1922, 0001),
('VGYBUT84J41H814C', 1922, 0002),
('UJHLTI86P60P714M', 1922, 0003),
('IOVYGZ84G25I235Q', 1923, 0001),
('AOHKMV73J84Q368L', 1924, 0001),
('TWAJOK98R58Y714P', 1925, 0001),
('CGPMNF06K15T392P', 1925, 0002),
('CTJOVK64H91O146H', 1925, 0003),
('NKXZYL65D42E238A', 1926, 0001),
('KNOYAI45L56R691S', 1927, 0001),
('KNOYAI45L56R691S', 1927, 0002),
('NKXZYL65D42E238A', 1928, 0001),
('NKXZYL65D42E238A', 1928, 0002),
('IOVYGZ84G25I235Q', 1929, 0001),
('NKXZYL65D42E238A', 1929, 0002),
('TEFJVI96G02K810Z', 1930, 0001),
('AOHKMV73J84Q368L', 1931, 0001),
('AOHKMV73J84Q368L', 1931, 0002),
('AOHKMV73J84Q368L', 1931, 0003),
('NKXZYL65D42E238A', 1932, 0001),
('IGXEDP10I73J564L', 1933, 0001),
('IGXEDP10I73J564L', 1934, 0001),
('AOHKMV73J84Q368L', 1935, 0001),
('AOHKMV73J84Q368L', 1935, 0002),
('AOHKMV73J84Q368L', 1935, 0003),
('CTJOVK64H91O146H', 1936, 0001),
('CTJOVK64H91O146H', 1936, 0002),
('CTJOVK64H91O146H', 1936, 0003),
('NKXZYL65D42E238A', 1937, 0001),
('XCATMI90N20B604S', 1937, 0002),
('XKDCTP56B47P209H', 1937, 0003),
('NKXZYL65D42E238A', 1938, 0001),
('NKXZYL65D42E238A', 1938, 0002),
('CTJOVK64H91O146H', 1938, 0003),
('IGXEDP10I73J564L', 1939, 0001),
('IGXEDP10I73J564L', 1939, 0002),
('IGXEDP10I73J564L', 1939, 0003),
('UJHLTI86P60P714M', 1940, 0001),
('TWAJOK98R58Y714P', 1940, 0002),
('CTJOVK64H91O146H', 1941, 0001),
('NKXZYL65D42E238A', 1941, 0002),
('NKXZYL65D42E238A', 1941, 0003),
('AOHKMV73J84Q368L', 1942, 0001),
('AOHKMV73J84Q368L', 1942, 0002),
('AOHKMV73J84Q368L', 1942, 0003),
('GLIMAV29E31B520O', 1943, 0001),
('CTJOVK64H91O146H', 1943, 0002),
('TWAJOK98R58Y714P', 1943, 0003),
('XCATMI90N20B604S', 1944, 0001),
('XCATMI90N20B604S', 1944, 0002),
('XCATMI90N20B604S', 1945, 0001),
('NKXZYL65D42E238A', 1945, 0002),
('NKXZYL65D42E238A', 1945, 0003),
('AOHKMV73J84Q368L', 1946, 0001),
('AOHKMV73J84Q368L', 1946, 0002),
('AOHKMV73J84Q368L', 1946, 0003),
('AOHKMV73J84Q368L', 1947, 0001),
('TEFJVI96G02K810Z', 1947, 0002),
('AOHKMV73J84Q368L', 1947, 0003),
('IGXEDP10I73J564L', 1948, 0001),
('IGXEDP10I73J564L', 1948, 0002),
('IGXEDP10I73J564L', 1948, 0003),
('NKXZYL65D42E238A', 1949, 0001),
('IOVYGZ84G25I235Q', 1949, 0002),
('IOVYGZ84G25I235Q', 1950, 0001),
('IOVYGZ84G25I235Q', 1950, 0002),
('AOHKMV73J84Q368L', 1951, 0001),
('AOHKMV73J84Q368L', 1951, 0002),
('AOHKMV73J84Q368L', 1951, 0003),
('NKXZYL65D42E238A', 1952, 0001),
('IOVYGZ84G25I235Q', 1953, 0001),
('NKXZYL65D42E238A', 1953, 0002),
('XCATMI90N20B604S', 1954, 0001),
('XCATMI90N20B604S', 1954, 0002),
('IGXEDP10I73J564L', 1955, 0001),
('IGXEDP10I73J564L', 1955, 0002),
('AOHKMV73J84Q368L', 1956, 0001),
('TEFJVI96G02K810Z', 1957, 0001),
('AOHKMV73J84Q368L', 1957, 0002),
('TEFJVI96G02K810Z', 1957, 0003),
('XCATMI90N20B604S', 1958, 0001),
('XCATMI90N20B604S', 1958, 0002),
('XKDCTP56B47P209H', 1959, 0001),
('NKXZYL65D42E238A', 1960, 0001),
('IOVYGZ84G25I235Q', 1960, 0002),
('CTJOVK64H91O146H', 1960, 0003),
('IGXEDP10I73J564L', 1961, 0001),
('IGXEDP10I73J564L', 1961, 0002),
('IGXEDP10I73J564L', 1962, 0001),
('IOVYGZ84G25I235Q', 1963, 0001),
('IOVYGZ84G25I235Q', 1963, 0002),
('AOHKMV73J84Q368L', 1964, 0001),
('AOHKMV73J84Q368L', 1964, 0002),
('IGXEDP10I73J564L', 1965, 0001),
('AOHKMV73J84Q368L', 1966, 0001),
('CGPMNF06K15T392P', 1967, 0001),
('CTJOVK64H91O146H', 1967, 0002),
('CTJOVK64H91O146H', 1967, 0003),
('AOHKMV73J84Q368L', 1968, 0001),
('NKXZYL65D42E238A', 1969, 0001),
('CTJOVK64H91O146H', 1969, 0002),
('NKXZYL65D42E238A', 1969, 0003),
('KNOYAI45L56R691S', 1970, 0001),
('KNOYAI45L56R691S', 1970, 0002),
('AOHKMV73J84Q368L', 1970, 0003),
('NKXZYL65D42E238A', 1971, 0001),
('NKXZYL65D42E238A', 1972, 0001),
('AOHKMV73J84Q368L', 1973, 0001),
('AOHKMV73J84Q368L', 1973, 0002),
('AOHKMV73J84Q368L', 1973, 0003),
('NKXZYL65D42E238A', 1974, 0001),
('AOHKMV73J84Q368L', 1975, 0001),
('KNOYAI45L56R691S', 1975, 0002),
('AOHKMV73J84Q368L', 1975, 0003),
('TWAJOK98R58Y714P', 1976, 0001),
('UJHLTI86P60P714M', 1976, 0002),
('UJHLTI86P60P714M', 1976, 0003),
('AOHKMV73J84Q368L', 1977, 0001),
('AOHKMV73J84Q368L', 1977, 0002),
('KNOYAI45L56R691S', 1977, 0003),
('AOHKMV73J84Q368L', 1978, 0001),
('AOHKMV73J84Q368L', 1978, 0002),
('AOHKMV73J84Q368L', 1978, 0003),
('IGXEDP10I73J564L', 1979, 0001),
('KNOYAI45L56R691S', 1980, 0001),
('TEFJVI96G02K810Z', 1980, 0002),
('AOHKMV73J84Q368L', 1981, 0001),
('TEFJVI96G02K810Z', 1981, 0002),
('AOHKMV73J84Q368L', 1981, 0003),
('NKXZYL65D42E238A', 1982, 0001),
('XCATMI90N20B604S', 1982, 0002),
('IGXEDP10I73J564L', 1983, 0001),
('IGXEDP10I73J564L', 1983, 0002),
('AOHKMV73J84Q368L', 1984, 0001),
('AOHKMV73J84Q368L', 1984, 0002),
('AOHKMV73J84Q368L', 1984, 0003),
('CTJOVK64H91O146H', 1985, 0001),
('GLIMAV29E31B520O', 1985, 0002),
('UJHLTI86P60P714M', 1985, 0003),
('AOHKMV73J84Q368L', 1986, 0001),
('AOHKMV73J84Q368L', 1986, 0002),
('NKXZYL65D42E238A', 1987, 0001),
('XKDCTP56B47P209H', 1987, 0002),
('CTJOVK64H91O146H', 1988, 0001),
('CTJOVK64H91O146H', 1988, 0002),
('IOVYGZ84G25I235Q', 1988, 0003),
('NKXZYL65D42E238A', 1989, 0001),
('IOVYGZ84G25I235Q', 1989, 0002),
('XCATMI90N20B604S', 1990, 0001),
('NKXZYL65D42E238A', 1990, 0002),
('XCATMI90N20B604S', 1990, 0003),
('IGXEDP10I73J564L', 1991, 0001),
('KNOYAI45L56R691S', 1992, 0001),
('AOHKMV73J84Q368L', 1992, 0002),
('IGXEDP10I73J564L', 1993, 0001),
('IGXEDP10I73J564L', 1993, 0002),
('TWAJOK98R58Y714P', 1994, 0001),
('CGPMNF06K15T392P', 1994, 0002),
('GLIMAV29E31B520O', 1995, 0001),
('KNOYAI45L56R691S', 1996, 0001),
('AOHKMV73J84Q368L', 1997, 0001),
('AOHKMV73J84Q368L', 1997, 0002),
('NKXZYL65D42E238A', 1998, 0001),
('XCATMI90N20B604S', 1998, 0002),
('XKDCTP56B47P209H', 1998, 0003),
('XKDCTP56B47P209H', 1999, 0001),
('XCATMI90N20B604S', 1999, 0002),
('XCATMI90N20B604S', 1999, 0003);
